GNIS_NAME,LENGTHKM,PERMANENT_IDENTIFIER,REACHCODE,COMID,closest_node_m,snap_m,snap_xy,closest,name_check,name_check_txt,input_id
,6.819102279,5241992,1.019E+13,5241992,3302.13514,533.3051493,POINT (-105.5288619227662 38.88648300041051),3,0,"no name match, water name and or gnis name not provided",FR-TR-004
Union Creek,8.144688097,5241980,1.019E+13,5241980,6112.921319,942.1867541,POINT (-105.538507080003 38.89700287279496),4,0.16,nan,FR-TR-004
Basin Creek,5.601843969,10682344,1.60203E+13,10682344,242.1717066,20.10629673,POINT (-113.8125730350555 39.8944713803747),1,1,exact name match,WD-TR-011
,4.583152111,10682360,1.60203E+13,10682360,242.1717066,129.1501992,POINT (-113.8125311697814 39.89313997717613),2,0,"no name match, water name and or gnis name not provided",WD-TR-011
Basin Creek,7.72612251,10683128,1.60203E+13,10683128,242.1717066,242.1717066,POINT (-113.8098304000253 39.89370087222802),3,1,exact name match,WD-TR-011
Basin Creek,2.239666642,23512766,1.70602E+13,23512766,426.7372654,22.25444188,POINT (-113.6767842516289 44.8355231524316),1,1,exact name match,BLMMaster-13578
Hayden Creek,1.839623403,23512812,1.70602E+13,23512812,426.7372654,426.1724956,POINT (-113.6727858311431 44.83306133366097),2,0.695652174,likely name match based on fuzzy match,BLMMaster-13578
Hayden Creek,5.636684315,23512764,1.70602E+13,23512764,426.7372654,426.7372654,POINT (-113.6715258669853 44.8345623312279),3,0.695652174,likely name match based on fuzzy match,BLMMaster-13578
Battle Creek,5.022832882,12471984,1.005E+13,12471984,768.0060021,1.030747628,POINT (-109.3274035853583 48.8084890582354),1,1,exact name match,BLM13-7016
East Fork Battle Creek,4.269026625,12471962,1.005E+13,12471962,853.0574366,745.102984,POINT (-109.325583111346 48.81514622545519),2,0.705882353,likely name match based on fuzzy match,BLM13-7016
Battle Creek,2.44575133,12471974,1.005E+13,12471974,768.0060021,768.0060021,POINT (-109.3337782081308 48.81397779100791),3,1,exact name match,BLM13-7016
,18.65540556,12471960,1.005E+13,12471960,853.0574366,853.0574366,POINT (-109.3300402072303 48.81603252413911),4,0,"no name match, water name and or gnis name not provided",BLM13-7016
East Fork Battle Creek,0.388015929,12471972,1.005E+13,12471972,768.0060021,853.0574366,POINT (-109.3300402072303 48.81603252413911),5,0.705882353,likely name match based on fuzzy match,BLM13-7016
Big Springs Creek,6.425673777,23316686,1.70501E+13,23316686,34.15984705,26.88506652,POINT (-116.3343667556151 42.42820853480938),1,0.482758621,nan,BLM13-4014
Battle Creek,1.330871098,23316532,1.70501E+13,23316532,34.15984705,27.30632881,POINT (-116.3340797964305 42.42826599165836),2,1,exact name match,BLM13-4014
Battle Creek,4.328226077,23316530,1.70501E+13,23316530,34.15984705,34.15984705,POINT (-116.334165195747 42.42815759989652),3,1,exact name match,BLM13-4014
,1.29553334,23317958,1.70501E+13,23317958,736.5046135,736.5046135,POINT (-116.3339521960552 42.43502746812188),4,0,"no name match, water name and or gnis name not provided",BLM13-4014
Battle Creek,2.054707603,23316534,1.70501E+13,23316534,736.5046135,736.5046135,POINT (-116.3339521960552 42.43502746812188),5,1,exact name match,BLM13-4014
Bear Creek,1.024587001,8006851,1.80201E+13,8006851,836.2674675,14.27179145,POINT (-122.3554949206502 39.00099880630503),1,1,exact name match,BLM13-7001
Bear Creek,2.120218607,8009079,1.80201E+13,8009079,2063.497244,163.7668479,POINT (-122.3567857870828 38.99990340623146),2,1,exact name match,BLM13-7001
,1.346446306,8006805,1.80201E+13,8006805,836.2674675,836.2674675,POINT (-122.3574905870208 39.00818587232096),3,0,"no name match, water name and or gnis name not provided",BLM13-7001
Bear Creek,0.125177477,8006807,1.80201E+13,8006807,836.2674675,836.2674675,POINT (-122.3574905870208 39.00818587232096),4,1,exact name match,BLM13-7001
Bear Creek,2.419055315,8009213,1.80201E+13,8009213,150.8680363,7.843093685,POINT (-122.3495974637606 38.94834253070113),1,1,exact name match,BLM13-7017
,1.259747883,8009217,1.80201E+13,8009217,150.8680363,150.8680363,POINT (-122.3488567873131 38.94710680577542),2,0,"no name match, water name and or gnis name not provided",BLM13-7017
Bear Creek,3.060837521,8009251,1.80201E+13,8009251,150.8680363,150.8680363,POINT (-122.3488567873131 38.94710680577542),3,1,exact name match,BLM13-7017
,4.121609838,8009215,1.80201E+13,8009215,nan,1059.529652,POINT (-122.361899719616 38.94704080589874),4,0,"no name match, water name and or gnis name not provided",BLM13-7017
Bear Creek,4.656198335,23686032,1.70702E+13,23686032,1802.562034,44.23344893,POINT (-120.3101676654504 44.64759262444933),1,1,exact name match,BLMMaster-13791
,8.93561393,23690050,1.70702E+13,23690050,1802.562034,1425.023882,POINT (-120.2956759903274 44.63939373106409),2,0,"no name match, water name and or gnis name not provided",BLMMaster-13791
Bear Creek,1.324993765,24294738,1.70102E+13,24294738,617.1652177,39.80875753,POINT (-113.3498035154475 46.8027198388586),1,1,exact name match,BLM13-1133
Bear Creek,0.136997708,24294740,1.70102E+13,24294740,617.1652177,617.1652177,POINT (-113.3525786673523 46.80804839404087),2,1,exact name match,BLM13-1133
,2.740149138,24295284,1.70102E+13,24295284,617.1652177,622.7266235,POINT (-113.3522436676616 46.8081623939005),3,0,"no name match, water name and or gnis name not provided",BLM13-1133
,2.053319491,24295308,1.70102E+13,24295308,658.971575,626.8129917,POINT (-113.3444532682003 46.79875532781766),4,0,"no name match, water name and or gnis name not provided",BLM13-1133
Beaver Creek,2.825182786,7951798,1.802E+13,7951798,1387.375128,3.958879468,POINT (-121.3114386819895 40.97742045750746),1,1,exact name match,BLM13-8036
Beaver Creek,1.319209459,7951756,1.802E+13,7951756,1940.206866,810.8344249,POINT (-121.3133819217113 40.98448887020472),2,1,exact name match,BLM13-8036
,7.806016747,7951924,1.802E+13,7951924,1387.375128,1387.375128,POINT (-121.3048909221595 40.96599987012707),3,0,"no name match, water name and or gnis name not provided",BLM13-8036
Beaver Creek,8.742581115,7951850,1.802E+13,7951850,1387.375128,1387.375128,POINT (-121.3048909221595 40.96599987012707),4,1,exact name match,BLM13-8036
Beaver Creek,0.61013316,1232179,1.401E+13,1232179,180.6934,2.417312845,POINT (-106.1223031664666 40.04554993336564),1,1,exact name match,BLMMaster-14153
Beaver Creek,0.617193688,1232133,1.401E+13,1232133,180.6934,180.6934,POINT (-106.1240856132361 40.04645320421016),2,1,exact name match,BLMMaster-14153
,1.70466665,1232131,1.401E+13,1232131,180.6934,187.7832915,POINT (-106.1237271443333 40.04685307376755),3,0,"no name match, water name and or gnis name not provided",BLMMaster-14153
Beaver Creek,1.324559647,1232273,1.401E+13,1232273,342.1173535,342.1173535,POINT (-106.1198578122883 40.04313507109352),4,1,exact name match,BLMMaster-14153
,2.240863261,1232183,1.401E+13,1232183,342.1173535,342.1173535,POINT (-106.1198578122883 40.04313507109352),5,0,"no name match, water name and or gnis name not provided",BLMMaster-14153
Beaver Creek,21.05586394,18369706,1.403E+13,18369706,5063.865186,17.33035282,POINT (-109.0780408853808 38.69944292826295),1,1,exact name match,BLM14-9419
Beaver Creek,21.05586394,18369706,1.403E+13,18369706,2880.679389,21.34781202,POINT (-109.0860062331391 38.71813404279951),1,1,exact name match,BLMMaster-13069
Beaver Creek,21.05586394,18369706,1.403E+13,18369706,5056.042442,10.36245159,POINT (-109.0780391167902 38.69948774060131),1,1,exact name match,BLM14-9419
Beaver Creek,8.742581115,7951850,1.802E+13,7951850,4195.886151,6.887487823,POINT (-121.2663666439901 40.94196376738431),1,1,exact name match,BLM13-8008
,3.558748176,7952704,1.802E+13,7952704,1513.8965,1012.528892,POINT (-121.2542353227573 40.94289626971337),2,0,"no name match, water name and or gnis name not provided",BLM13-8008
Beaver Creek,1.084213714,3192064,1.40401E+13,3192064,420.3446153,13.25759254,POINT (-110.6292711668219 42.11513958991605),1,1,exact name match,BLMMaster-13665
,2.620624042,3192066,1.40401E+13,3192066,480.8783497,415.1619072,POINT (-110.6335646045685 42.11318080188482),2,0,"no name match, water name and or gnis name not provided",BLMMaster-13665
West Fork Beaver Creek,5.809988569,3192048,1.40401E+13,3192048,420.3446153,420.3446153,POINT (-110.6280036048208 42.11869420196656),3,0.705882353,likely name match based on fuzzy match,BLMMaster-13665
Beaver Creek,1.355299376,3192046,1.40401E+13,3192046,420.3446153,420.3446153,POINT (-110.6280036048208 42.11869420196656),4,1,exact name match,BLMMaster-13665
,9.559443836,18375670,1.403E+13,18375670,897.6770263,31.25773948,POINT (-108.2152642703148 38.07492470948861),1,0,"no name match, water name and or gnis name not provided",BLMMaster-10866
,1.624283151,18375494,1.403E+13,18375494,897.6770263,730.2337485,POINT (-108.2096784087664 38.07960227426511),2,0,"no name match, water name and or gnis name not provided",BLMMaster-10866
,3.655665633,18375464,1.403E+13,18375464,897.6770263,897.6770263,POINT (-108.2132128758638 38.08277967381957),3,0,"no name match, water name and or gnis name not provided",BLMMaster-10866
,3.244224727,18375528,1.403E+13,18375528,1961.766325,1127.654012,POINT (-108.2282784761902 38.07279420732079),4,0,"no name match, water name and or gnis name not provided",BLMMaster-10866
Behler Creek,5.402624778,1234319,1.401E+13,1234319,930.4854617,2.55345046,POINT (-105.8709754381055 40.05680998665743),1,1,exact name match,BLMMaster-10825
Fraser River,8.493464382,1234355,1.401E+13,1234355,930.4854617,583.309776,POINT (-105.8777690796363 40.05603827069283),2,0.416666667,nan,BLMMaster-10825
Fraser River,1.458883301,1234309,1.401E+13,1234309,930.4854617,930.4854617,POINT (-105.8786330791681 40.06276600427267),3,0.416666667,nan,BLMMaster-10825
Bendire Creek,1.19542922,23412963,1.70501E+13,23412963,199.0283405,6.215376691,POINT (-118.0865704296219 44.00125795102896),1,1,exact name match,BLM13-1018
Bendire Creek,1.434084167,23412961,1.70501E+13,23412961,199.0283405,199.0283405,POINT (-118.08750632678 43.99958659810726),2,1,exact name match,BLM13-1018
Willow Basin Creek,0.393686297,23415295,1.70501E+13,23415295,807.7827107,807.7827107,POINT (-118.0879565930611 44.00844473103274),3,0.451612903,nan,BLM13-1018
Bendire Creek,2.025435969,23412965,1.70501E+13,23412965,807.7827107,807.7827107,POINT (-118.0879565930611 44.00844473103274),4,1,exact name match,BLM13-1018
Benmore Creek,0.800241806,8004615,1.80201E+13,8004615,156.9816148,14.71949843,POINT (-123.0343238223171 39.028614753823),1,1,exact name match,BLM13-7115
,1.841366879,8004607,1.80201E+13,8004607,156.9816148,156.9816148,POINT (-123.0343201874398 39.03012147294589),2,0,"no name match, water name and or gnis name not provided",BLM13-7115
Benmore Creek,2.484594181,8004609,1.80201E+13,8004609,156.9816148,156.9816148,POINT (-123.0343201874398 39.03012147294589),3,1,exact name match,BLM13-7115
,3.361872063,8004617,1.80201E+13,8004617,576.0921219,576.0921219,POINT (-123.0390805190882 39.02502100585441),4,0,"no name match, water name and or gnis name not provided",BLM13-7115
Benmore Creek,2.542838442,8004621,1.80201E+13,8004621,576.0921219,576.0921219,POINT (-123.0390805190882 39.02502100585441),5,1,exact name match,BLM13-7115
Big Atkinson Creek,3.097433033,18374718,1.403E+13,18374718,881.4238025,27.21449319,POINT (-108.6865978090909 38.43075818984238),1,1,exact name match,BLMMaster-10061
Big Atkinson Creek,9.828670022,18374700,1.403E+13,18374700,881.4238025,881.4238025,POINT (-108.6778880749116 38.43515367388494),2,1,exact name match,BLMMaster-10061
,4.544269002,18374698,1.403E+13,18374698,881.4238025,881.4238025,POINT (-108.6778880749116 38.43515367388494),3,0,"no name match, water name and or gnis name not provided",BLMMaster-10061
,2.79555463,18374730,1.403E+13,18374730,1381.909698,989.0153127,POINT (-108.6811722279153 38.4232059976159),4,0,"no name match, water name and or gnis name not provided",BLMMaster-10061
Big Brush Creek,2.809065412,1392789,1.406E+13,1392789,270.2377117,0.436092055,POINT (-109.4628670026016 40.59038389339295),1,1,exact name match,BLMMaster-15517
,3.69160482,1393685,1.406E+13,1393685,270.2377117,258.7009555,POINT (-109.4646698739881 40.58850660379597),2,0,"no name match, water name and or gnis name not provided",BLMMaster-15517
Big Brush Creek,0.200068874,1392781,1.406E+13,1392781,270.2377117,270.2377117,POINT (-109.4653304742042 40.58882640392446),3,1,exact name match,BLMMaster-15517
,1.098893148,1392777,1.406E+13,1392777,411.9653318,358.5481641,POINT (-109.467129239429 40.5905980959478),4,0,"no name match, water name and or gnis name not provided",BLMMaster-15517
Big Creek,6.081547371,7879620,1.60101E+13,7879620,1746.917028,2.077306718,POINT (-111.3360548899569 41.57722245659271),1,1,exact name match,UNEQUAL-184
Big Creek,3.098433466,15984529,1.018E+13,15984529,31.31439361,17.64833462,POINT (-106.5076147974443 41.11240686445695),1,1,exact name match,BLMMaster-16633
,2.841481535,15985067,1.018E+13,15985067,31.31439361,31.31439361,POINT (-106.5076552792143 41.11219460312068),2,0,"no name match, water name and or gnis name not provided",BLMMaster-16633
Big Creek,2.47841658,15985071,1.018E+13,15985071,31.31439361,31.31439361,POINT (-106.5076552792143 41.11219460312068),3,1,exact name match,BLMMaster-16633
,2.226986882,15984571,1.018E+13,15984571,1407.792279,944.5120072,POINT (-106.5166166124049 41.10712460276943),4,0,"no name match, water name and or gnis name not provided",BLMMaster-16633
Big Creek,2.220726656,7879594,1.60101E+13,7879594,323.0717948,49.93082737,POINT (-111.3122191945521 41.58215913332321),1,0.818181818,most likely name match based on fuzzy match,WD-TR-021
,1.786822692,7879632,1.60101E+13,7879632,323.0717948,323.0717948,POINT (-111.3156080044102 41.58111326882447),2,0,"no name match, water name and or gnis name not provided",WD-TR-021
Big Creek,6.081547371,7879620,1.60101E+13,7879620,323.0717948,323.0717948,POINT (-111.3156080044102 41.58111326882447),3,0.818181818,most likely name match based on fuzzy match,WD-TR-021
Randolph Creek,1.293522734,7879584,1.60101E+13,7879584,1649.658446,1497.350727,POINT (-111.3083106707823 41.59566020172366),4,0.444444444,nan,WD-TR-021
Big Creek,2.220726656,7879594,1.60101E+13,7879594,801.5679231,18.88343442,POINT (-111.307831376661 41.58534342172956),1,0.5625,nan,WD-TR-020
,1.786822692,7879632,1.60101E+13,7879632,801.5679231,801.5679231,POINT (-111.3156080044102 41.58111326882447),2,0,"no name match, water name and or gnis name not provided",WD-TR-020
Big Creek,6.081547371,7879620,1.60101E+13,7879620,801.5679231,801.5679231,POINT (-111.3156080044102 41.58111326882447),3,0.5625,nan,WD-TR-020
Randolph Creek,1.293522734,7879584,1.60101E+13,7879584,1232.726726,1094.672267,POINT (-111.307000604034 41.5952476692907),4,0.324324324,nan,WD-TR-020
Big Dominguez Creek,2.296335795,3232465,1.402E+13,3232465,774.8209102,60.98152654,POINT (-108.4931742078866 38.76873820700132),1,1,exact name match,BLMMaster-10749
,1.816232983,3231711,1.402E+13,3231711,774.8209102,683.8320294,POINT (-108.4900848091957 38.77377400605886),2,0,"no name match, water name and or gnis name not provided",BLMMaster-10749
Big Dominguez Creek,2.024113449,3231709,1.402E+13,3231709,774.8209102,774.8209102,POINT (-108.4861666077598 38.77238227271634),3,1,exact name match,BLMMaster-10749
,2.044964117,3232491,1.402E+13,3232491,1140.617844,932.1499722,POINT (-108.4975845555753 38.76055775325508),4,0,"no name match, water name and or gnis name not provided",BLMMaster-10749
Big Hat Creek,2.270383417,23505514,1.70602E+13,23505514,597.6622235,18.13312056,POINT (-114.1105762129359 44.8181979753876),1,1,exact name match,BLM13-1014
Big Hat Creek,0.320255974,23505512,1.70602E+13,23505512,597.6622235,597.6622235,POINT (-114.1180427999568 44.81871133007782),2,1,exact name match,BLM13-1014
,1.934005702,23506224,1.70602E+13,23506224,597.6622235,597.6622235,POINT (-114.1180427999568 44.81871133007782),3,0,"no name match, water name and or gnis name not provided",BLM13-1014
,2.944632275,23506132,1.70602E+13,23506132,895.1555986,895.1555986,POINT (-114.1218649997483 44.8177913307136),4,0,"no name match, water name and or gnis name not provided",BLM13-1014
Big Hat Creek,1.076633929,23505836,1.70602E+13,23505836,895.1555986,895.1555986,POINT (-114.1218649997483 44.8177913307136),5,1,exact name match,BLM13-1014
Big Jacks Creek,1.992465858,23283699,1.70501E+13,23283699,722.8720781,14.92312921,POINT (-115.9951003971382 42.58590980020139),1,1,exact name match,BLMMaster-10024
,1.188376916,23285385,1.70501E+13,23285385,575.9247741,370.4591636,POINT (-115.9908661967706 42.5868287997373),2,0,"no name match, water name and or gnis name not provided",BLMMaster-10024
,1.352998979,23285417,1.70501E+13,23285417,575.9247741,575.9247741,POINT (-115.9884171969645 42.5847007997868),3,0,"no name match, water name and or gnis name not provided",BLMMaster-10024
