,index,ReachID,SiteID,Year,Date,BRLat,BRLong,BFWidth,Grad,RchLen,BF_WDRatio,BF_Height,RPD ,PctPool,Sin ,PctDry,BankAngle,D50,PoolTailFines2,PctFines2,PctFines6,LWD_Freq,LWD_Vol,Program,nvcs_ecosystem,nvcs_group,nvcs_macrogroup,nvcs_division,nvcs_formation,nvcs_subclass,nvcs_class,nvcs_date_checked
52,52,6086,425,2011.0,,45.305764,-115.02793100000001,4.56,0.382,170.1,11.1,,0.51,76.6,2.356,,95.0,0.012,13.94,,,158.73,108.704,PIBO,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Central Rocky Mountain Montane-Foothill Deciduous Shrubland,Central Rocky Mountain Montane-Foothill Grassland & Shrubland,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:09:36.513407
53,53,1371,947,2003.0,,44.652812,-118.253047,2.48,0.607,166.5,14.31,,0.35,73.39,2.342,,107.0,0.012,10.43,,,156.16,49.277,PIBO,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Central Rocky Mountain Ponderosa Pine Open Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:47.647620
54,54,7712,3396,2013.0,,44.2301096049,-119.322403591,2.75,0.604,129.2,7.91,,0.3,43.42,2.3409999999999997,,99.0,0.002,92.57,,,0.0,0.0,PIBO,Rocky Mountain Alpine-Montane Wet Meadow,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:09:48.402996
55,55,2358,1860,2006.0,,44.636663,-115.543675,4.2,0.03,169.0,9.14,,0.41,79.11,2.331,,94.0,0.005,25.73,,,0.0,0.0,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:49.021183
56,56,806,600,2003.0,,43.983801,-114.263328,3.03,1.183,161.5,18.21,,0.32,55.23,2.324,,122.0,0.057999999999999996,3.39,,,6.19,0.126,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:49.806832
57,57,1864,1342,2005.0,,46.535576,-115.060369,2.18,0.7090000000000001,169.3,5.56,,0.38,86.12,2.316,,70.0,0.002,94.21,,,206.73,48.951,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:09:50.626512
58,58,4522,2609,2008.0,,45.212299,-108.55310300000001,2.6,0.7759999999999999,165.0,7.16,,0.47,73.52,2.3080000000000003,,119.0,0.002,71.3,,,6.06,0.105,PIBO,Northwestern Great Plains Riparian,Great Plains Cottonwood - Green Ash Floodplain Forest,Great Plains Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:51.424879
59,59,5537,1426,2010.0,,46.135842,-117.80806499999998,5.93,3.3080000000000003,157.8,14.89,,0.29,21.67,2.307,,132.0,0.0795,1.72,,,221.8,131.19899999999998,PIBO,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Mesic Grand Fir - Douglas-fir Forest,Central Rocky Mountain Mesic Lower Montane Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:51.980574
60,60,4331,947,2008.0,,44.652812,-118.253047,3.62,0.655,158.7,12.37,,0.27,74.92,2.303,,101.0,0.0095,65.81,,,100.82,43.258,PIBO,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Central Rocky Mountain Ponderosa Pine Open Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:47.647620
61,61,4966,626,2009.0,,44.107464,-114.74568300000001,1.62,1.7930000000000001,121.0,4.25,,0.22,67.11,2.283,,80.0,,,,,,,PIBO,Rocky Mountain Alpine-Montane Wet Meadow,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:09:52.687460
62,62,4489,2568,2008.0,,46.222588,-110.529207,5.67,1.192,182.0,25.66,,0.34,37.97,2.275,,106.0,0.044000000000000004,20.71,,,148.35,22.264,PIBO,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Middle Rocky Mountain Montane Douglas-fir Forest & Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:53.547999
63,63,1135,798,2001.0,,45.134848,-116.41421000000001,7.05,0.34700000000000003,173.0,27.33,,0.56,83.06,2.267,,116.0,0.027999999999999997,,,,335.26,199.59,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:54.255420
64,64,4826,170,2009.0,,48.802878,-114.645354,6.38,0.784,156.9,16.94,,0.39,76.99,2.261,,94.0,0.01,7.8,,,803.06,145.65200000000002,PIBO,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:34.959593
65,65,350,280,2004.0,,46.587755,-114.269328,5.48,0.408,188.8,14.71,,0.52,89.94,2.253,,69.0,0.002,49.4,,,858.05,118.024,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:09:54.781141
66,66,7572,2568,2013.0,,46.222588,-110.529207,5.93,1.357,174.7,25.48,,0.36,32.4,2.237,,109.0,0.022000000000000002,28.0,,,194.62,38.861,PIBO,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Middle Rocky Mountain Montane Douglas-fir Forest & Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:53.547999
67,67,2374,798,2006.0,,45.134848,-116.41421000000001,7.4,0.363,178.9,21.49,,0.51,76.08,2.2359999999999998,,110.0,0.006,9.56,,,335.38,71.585,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:54.255420
68,68,1387,959,2003.0,,43.851487,-118.757401,2.52,0.255,160.6,14.36,,0.47,68.99,2.231,,114.0,0.01,34.8,,,18.68,67.351,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:55.606793
69,69,4872,280,2009.0,,46.587755,-114.269328,5.85,0.327,180.4,8.37,,1.02,90.58,2.227,,84.0,0.002,50.67,,,903.55,213.74,PIBO,Northern Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain & Great Basin Lowland & Foothill Riparian Shrubland,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:09:54.781141
70,70,5130,2737,2009.0,,44.909352,-112.00288400000001,4.43,1.185,195.0,7.21,,0.3,43.59,2.213,,91.0,0.092,11.6,,,0.0,0.0,PIBO,Rocky Mountain Subalpine-Montane Mesic Meadow,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:09:56.555441
71,71,561,422,2001.0,,45.496212,-115.189458,2.77,0.488,88.2,11.44,,0.37,83.33,2.211,,73.0,0.006,,,,113.38,64.538,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:57.092737
72,72,3895,2094,2006.0,,44.416144,-115.393367,20.2,0.10099999999999999,168.0,29.29,,1.48,39.64,2.211,,91.0,0.013999999999999999,4.67,,,17.86,0.825,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:57.787922
73,73,1640,1171,2003.0,,42.325978000000006,-113.01120900000001,4.61,0.392,173.5,15.16,,0.24,16.37,2.21,,139.0,0.004,51.68,,,0.0,0.0,PIBO,Inter-Mountain Basins Big Sagebrush Shrubland,Intermountain Mesic Tall Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:09:46.001134
74,74,1086,779,2001.0,,45.143701,-116.178674,7.54,0.335,134.3,74.32,,0.67,52.87,2.209,,86.0,0.048,,,,89.35,11.040999999999999,PIBO,Rocky Mountain Alpine-Montane Wet Meadow,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland","Western North American Freshwater-Marsh, Wet Meadow & Shrubland","Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",Shrub & Herb Wetland,Shrub & Herb Vegetation,2019-09-04T18:09:58.422399
75,75,3969,596,2007.0,,44.164334000000004,-114.180973,1.56,0.32,168.7,7.97,,0.31,68.64,2.202,,99.0,0.005,26.4,,,0.0,0.0,PIBO,Inter-Mountain Basins Big Sagebrush Steppe,Intermountain Dry Tall Sagebrush Stepp & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:09:58.955932
76,76,586,442,2002.0,,45.34706,-115.25303000000001,5.09,0.8420000000000001,128.3,15.03,,0.4,85.42,2.201,,93.0,0.028999999999999998,,,,342.95,60.24,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:40.795532
77,77,5623,1171,2010.0,,42.325978000000006,-113.01120900000001,6.19,0.499,178.2,17.86,,0.17,5.05,2.2,,147.0,0.002,39.16,,,0.0,0.0,PIBO,Inter-Mountain Basins Big Sagebrush Shrubland,Intermountain Mesic Tall Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:09:46.001134
78,78,6271,1171,2011.0,,42.325978000000006,-113.01120900000001,2.9,0.975,177.5,14.13,,0.21,28.62,2.186,,125.0,0.002,95.63,,,0.0,0.0,PIBO,Inter-Mountain Basins Big Sagebrush Shrubland,Intermountain Mesic Tall Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:09:46.001134
79,79,4962,600,2009.0,,43.983801,-114.263328,,,161.5,,,0.0,0.0,2.182,,,,,,,,,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:49.806832
80,80,2164,126,2006.0,,48.61542,-115.47480900000001,6.39,0.41600000000000004,197.0,16.44,,0.59,80.76,2.1790000000000003,,102.0,0.02,18.57,,,741.12,147.11,PIBO,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:59.489742
81,81,5111,2701,2009.0,,45.478729,-112.08502,8.31,1.252,218.9,14.0,,0.57,42.99,2.178,,88.0,0.0465,0.0,,,155.32,37.29,PIBO,Rocky Mountain Lower Montane Riparian Woodland and Shrubland,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Riparian Forest,Rocky Mountain-Great Basin Montane Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:10:00.266916
82,82,7490,947,2013.0,,44.652812,-118.253047,3.89,0.708,146.9,11.31,,0.26,60.65,2.17,,96.0,0.017,8.3,,,245.06,81.592,PIBO,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Central Rocky Mountain Ponderosa Pine Open Woodland,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:47.647620
83,83,6688,1171,2012.0,,42.325978000000006,-113.01120900000001,4.34,0.534,179.8,15.3,,0.26,36.15,2.161,,125.0,0.002,100.0,,,0.0,0.0,PIBO,Inter-Mountain Basins Big Sagebrush Shrubland,Intermountain Mesic Tall Sagebrush Steppe & Shrubland,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,Western North American Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Cool Semi-Desert Scrub & Grassland,Desert & Semi-Desert,2019-09-04T18:09:46.001134
84,84,6532,126,2012.0,,48.61542,-115.47480900000001,6.62,0.495,169.7,11.9,,0.61,79.08,2.1590000000000003,,79.0,0.0375,5.62,,,583.38,110.134,PIBO,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:59.489742
85,85,7603,2609,2013.0,,45.212299,-108.55310300000001,3.19,0.723,173.0,5.58,,0.57,57.75,2.157,,84.0,0.006,15.07,,,40.46,0.665,PIBO,Northwestern Great Plains Riparian,Great Plains Cottonwood - Green Ash Floodplain Forest,Great Plains Floodplain Forest,Eastern North American-Great Plains Flooded & Swamp Forest,Temperate Flooded & Swamp Forest,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:51.424879
86,86,3858,126,2007.0,,48.61542,-115.47480900000001,5.68,0.591,198.0,15.61,,0.58,61.21,2.155,,78.0,0.02,19.95,,,641.41,134.829,PIBO,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:09:59.489742
87,87,5998,1793,2011.0,,47.508267,-113.358294,5.58,1.136,172.5,18.35,,0.38,43.94,2.14,,119.0,0.042,6.07,,,173.91,63.125,PIBO,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:10:00.864001
88,88,632,462,2003.0,,45.341139,-114.068779,5.81,1.8430000000000002,166.6,28.76,,0.31,41.78,2.136,,115.0,0.057,2.33,,,234.09,22.441,PIBO,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,Rocky Mountain Subalpine Dry-Mesic Spruce - Fir Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:10:01.603408
89,89,4594,753,2007.0,,45.156791,-115.677379,4.98,0.7170000000000001,170.2,7.92,,0.37,66.39,2.136,,88.0,0.013000000000000001,13.89,,,781.43,144.553,PIBO,Rocky Mountain Lodgepole Pine Forest,Rocky Mountain Lodgepole Pine Forest & Woodland,Rocky Mountain Subalpine-High Montane Conifer Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:10:02.288897
90,90,5051,987,2009.0,,43.907037,-119.48018400000001,4.13,1.151,119.0,17.45,,0.27,60.92,2.136,,118.0,0.027999999999999997,,,,,,PIBO,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Central Rocky Mountain Douglas-fir - Pine Forest,Central Rocky Mountain Dry Lower Montane-Foothill Forest,Rocky Mountain Cool Temperate Forest & Woodland,Cool Temperate Forest & Woodland,Temperate & Boreal Forest & Woodland,Forest & Woodland,2019-09-04T18:10:02.902625
91,91,7615,2626,2013.0,,46.559656,-110.640805,3.47,1.4469999999999998,197.6,8.73,,0.27,49.54,2.12,,103.0,0.035,16.49,,,10.12,0.138,PIBO,Rocky Mountain Subalpine-Montane Mesic Meadow,Rocky Mountain Subalpine-Montane Mesic Grassland & Meadow,Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow,Western North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:10:03.731948
92,92,4518,2605,2008.0,,45.681577000000004,-106.01785600000001,1.23,0.6609999999999999,165.0,7.71,,0.0,0.0,2.115,,136.0,0.002,,,,42.42,4.961,PIBO,Northwestern Great Plains Mixedgrass Prairie,Northern Great Plains Mixedgrass Prairie,Great Plains Mixedgrass & Fescue Prairie,Central North American Grassland & Shrubland,Temperate Grassland & Shrubland,Temperate & Boreal Grassland & Shrubland,Shrub & Herb Vegetation,2019-09-04T18:10:04.385810
93,93,6465,3213,2012.0,,45.650961111099996,-113.644966667,12.73,0.14300000000000002,405.1,14.17,,0.65,69.64,2.11,,84.0,0.022000000000000002,4.13,,,4.94,0.614,PIBO,Recently burned forest,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,Recently Disturbed or Modified,2019-09-04T18:10:05.609994
